date,temperature,humidity,luminosity
2022-11-10 15:53:32.398,23.5,27.5,105
2022-11-10 15:53:31.120,23.5,27.5,105
2022-11-10 15:53:30.115,23.5,27.5,105
2022-11-10 15:53:28.842,23.5,27.5,105
2022-11-10 15:53:27.839,23.5,27.5,105
2022-11-10 15:53:26.560,23.5,27.6,105
2022-11-10 15:53:25.560,23.5,27.6,105
2022-11-10 15:53:24.281,23.5,27.7,104
2022-11-10 15:53:23.278,23.5,27.7,105
2022-11-10 15:53:22.004,23.6,27.7,106
2022-11-10 15:53:21.000,23.6,27.7,105
2022-11-10 15:53:19.722,23.6,27.8,105
2022-11-10 15:53:18.723,23.6,27.8,106
2022-11-10 15:53:17.446,23.5,27.9,107
2022-11-10 15:53:16.445,23.5,27.9,107
2022-11-10 15:53:15.168,23.6,27.9,107
2022-11-10 15:53:14.163,23.6,27.9,107
2022-11-10 15:53:12.890,23.6,28.1,107
2022-11-10 15:53:11.886,23.6,28.1,108
2022-11-10 15:53:10.609,23.6,28.2,105
2022-11-10 15:53:09.609,23.6,28.2,108
2022-11-10 15:53:08.330,23.6,28.3,108
2022-11-10 15:53:07.331,23.6,28.3,106
2022-11-10 15:53:06.054,23.6,28.3,106
2022-11-10 15:53:05.050,23.6,28.3,107
2022-11-10 15:53:03.776,23.5,28.3,102
2022-11-10 15:53:02.772,23.5,28.3,104
2022-11-10 15:53:01.493,23.6,28.1,104
2022-11-10 15:53:00.495,23.6,28.1,104
2022-11-10 15:52:59.216,23.5,27.8,104
2022-11-10 15:52:58.213,23.5,27.8,103
2022-11-10 15:52:56.938,23.5,27.2,104
2022-11-10 15:52:55.934,23.5,27.2,105
2022-11-10 15:52:54.661,23.6,27.1,104
2022-11-10 15:52:53.656,23.6,27.1,103
2022-11-10 15:52:52.379,23.6,27.1,103
2022-11-10 15:52:51.379,23.6,27.1,104
2022-11-10 15:52:50.101,23.6,27.1,103
2022-11-10 15:52:49.098,23.6,27.1,104
2022-11-10 15:52:47.823,23.5,27.0,104
2022-11-10 15:52:46.820,23.5,27.0,104
2022-11-10 15:52:45.543,23.6,27.0,104
2022-11-10 15:52:44.542,23.6,27.0,104
2022-11-10 15:52:43.264,23.5,27.0,104
2022-11-10 15:52:42.260,23.5,27.0,103
2022-11-10 15:52:40.986,23.6,27.0,105
2022-11-10 15:52:39.983,23.6,27.0,104
2022-11-10 15:52:38.705,23.5,27.1,100
2022-11-10 15:52:37.701,23.5,27.1,99
2022-11-10 15:52:36.427,23.5,27.1,99
2022-11-10 15:52:35.424,23.5,27.1,102
2022-11-10 15:52:34.150,23.6,27.1,100
2022-11-10 15:52:33.146,23.6,27.1,101
2022-11-10 15:52:31.869,23.6,27.1,102
2022-11-10 15:52:30.869,23.6,27.1,101
2022-11-10 15:52:29.591,23.6,27.1,100
2022-11-10 15:52:28.587,23.6,27.1,102
2022-11-10 15:52:27.314,23.5,27.2,103
2022-11-10 15:52:26.309,23.5,27.2,102
2022-11-10 15:52:25.032,23.6,27.2,101
2022-11-10 15:52:24.032,23.6,27.2,101
2022-11-10 15:52:22.754,23.5,27.2,100
2022-11-10 15:52:21.755,23.5,27.2,105
2022-11-10 15:52:20.477,23.5,27.3,106
2022-11-10 15:52:19.474,23.5,27.3,107
2022-11-10 15:52:18.199,23.5,27.3,108
2022-11-10 15:52:17.195,23.5,27.3,107
2022-11-10 15:52:15.918,23.6,27.3,105
2022-11-10 15:52:14.917,23.6,27.3,106
2022-11-10 15:52:13.639,23.5,27.3,105
2022-11-10 15:52:12.636,23.5,27.3,105
2022-11-10 15:52:11.363,23.6,27.3,106
2022-11-10 15:52:10.358,23.6,27.3,106
2022-11-10 15:52:09.080,23.5,27.3,105
2022-11-10 15:52:08.081,23.5,27.3,106
2022-11-10 15:52:06.803,23.5,27.3,105
2022-11-10 15:52:05.800,23.5,27.3,105
2022-11-10 15:52:04.524,23.5,27.4,106
2022-11-10 15:52:03.521,23.5,27.4,107
2022-11-10 15:52:02.243,23.6,27.4,107
2022-11-10 15:52:01.243,23.6,27.4,105
2022-11-10 15:51:59.966,23.5,27.4,107
2022-11-10 15:51:58.963,23.5,27.4,108
2022-11-10 15:51:57.688,23.6,27.4,107
2022-11-10 15:51:56.684,23.6,27.4,107
2022-11-10 15:51:55.407,23.5,27.3,107
2022-11-10 15:51:54.407,23.5,27.3,107
2022-11-10 15:51:53.128,23.6,27.3,107
2022-11-10 15:51:52.130,23.6,27.3,106
2022-11-10 15:51:50.851,23.6,27.3,107
2022-11-10 15:51:49.847,23.6,27.3,107
2022-11-10 15:51:48.574,23.5,27.3,106
2022-11-10 15:51:47.569,23.5,27.3,106
2022-11-10 15:51:46.292,23.5,27.3,106
2022-11-10 15:51:45.292,23.5,27.3,106
2022-11-10 15:51:44.015,23.5,27.4,106
2022-11-10 15:51:43.010,23.5,27.4,107
2022-11-10 15:51:41.737,23.6,27.4,107
2022-11-10 15:51:40.734,23.6,27.4,105
2022-11-10 15:51:39.456,23.6,27.5,105
2022-11-10 15:51:38.456,23.6,27.5,104
2022-11-10 15:51:37.178,23.5,27.5,102
2022-11-10 15:51:36.174,23.5,27.5,106
2022-11-10 15:51:34.900,23.5,27.5,105
2022-11-10 15:51:33.896,23.5,27.5,105
2022-11-10 15:51:32.618,23.6,27.6,104
2022-11-10 15:51:31.618,23.6,27.6,104
2022-11-10 15:51:30.341,23.5,27.6,104
2022-11-10 15:51:29.338,23.5,27.6,104
2022-11-10 15:51:28.064,23.6,27.6,102
2022-11-10 15:51:27.059,23.6,27.6,102
2022-11-10 15:51:25.785,23.6,27.6,104
2022-11-10 15:51:24.782,23.6,27.6,100
2022-11-10 15:51:23.504,23.6,27.6,103
2022-11-10 15:51:22.505,23.6,27.6,105
2022-11-10 15:51:21.226,23.6,27.6,106
2022-11-10 15:51:20.226,23.6,27.6,106
2022-11-10 15:51:18.949,23.5,27.7,105
2022-11-10 15:51:17.945,23.5,27.7,103
2022-11-10 15:51:16.671,23.5,27.7,104
2022-11-10 15:51:15.667,23.5,27.7,102
2022-11-10 15:51:14.390,23.5,27.8,101
2022-11-10 15:51:13.389,23.5,27.8,103
2022-11-10 15:51:12.112,23.5,27.8,102
2022-11-10 15:51:11.112,23.5,27.8,100
2022-11-10 15:51:09.834,23.6,27.9,102
2022-11-10 15:51:08.830,23.6,27.9,105
2022-11-10 15:51:07.556,23.5,27.9,105
2022-11-10 15:51:06.553,23.5,27.9,105
2022-11-10 15:51:05.274,23.6,27.9,106
2022-11-10 15:51:04.274,23.6,27.9,106
2022-11-10 15:51:02.996,23.6,28.0,105
2022-11-10 15:51:01.998,23.6,28.0,102
2022-11-10 15:51:00.719,23.6,28.0,102
2022-11-10 15:50:59.715,23.6,28.0,105
2022-11-10 15:50:58.442,23.6,28.1,106
2022-11-10 15:50:57.438,23.6,28.1,106
2022-11-10 15:50:56.160,23.6,28.2,107
2022-11-10 15:50:55.161,23.6,28.2,106
2022-11-10 15:50:53.883,23.6,28.3,105
2022-11-10 15:50:52.883,23.6,28.3,105
2022-11-10 15:50:51.605,23.6,28.5,104
2022-11-10 15:50:50.601,23.6,28.5,103
2022-11-10 15:50:49.327,23.5,28.6,102
2022-11-10 15:50:48.323,23.5,28.6,103
2022-11-10 15:50:47.046,23.5,28.8,103
2022-11-10 15:50:46.046,23.5,28.8,101
2022-11-10 15:50:44.769,23.6,29.0,103
2022-11-10 15:50:43.764,23.6,29.0,104
2022-11-10 15:50:42.491,23.6,29.0,104
2022-11-10 15:50:41.486,23.6,29.0,104
2022-11-10 15:50:40.213,23.6,28.9,103
2022-11-10 15:50:39.209,23.6,28.9,97
2022-11-10 15:50:37.931,23.5,28.9,96
2022-11-10 15:50:36.931,23.5,28.9,100
2022-11-10 15:50:35.653,23.6,29.1,101
2022-11-10 15:50:34.650,23.6,29.1,104
2022-11-10 15:50:33.376,23.6,29.1,103
2022-11-10 15:50:32.372,23.6,29.1,98
2022-11-10 15:50:31.095,23.5,29.2,98
2022-11-10 15:50:30.095,23.5,29.2,96
2022-11-10 15:50:28.816,23.6,29.1,98
2022-11-10 15:50:27.818,23.6,29.1,101
2022-11-10 15:50:26.538,23.5,28.7,103
2022-11-10 15:50:25.536,23.5,28.7,103
2022-11-10 15:50:24.260,23.6,28.5,103
2022-11-10 15:50:23.257,23.6,28.5,102
2022-11-10 15:50:21.983,23.5,28.5,103
2022-11-10 15:50:20.980,23.5,28.5,103
2022-11-10 15:50:19.702,23.5,28.4,104
2022-11-10 15:50:18.703,23.5,28.4,100
2022-11-10 15:50:17.424,23.6,28.4,101
2022-11-10 15:50:16.421,23.6,28.4,102
2022-11-10 15:50:15.146,23.5,28.3,100
2022-11-10 15:50:14.143,23.5,28.3,98
2022-11-10 15:50:12.865,23.5,28.3,99
2022-11-10 15:50:11.865,23.5,28.3,96
2022-11-10 15:50:10.587,23.5,28.3,98
2022-11-10 15:50:09.584,23.5,28.3,99
2022-11-10 15:50:08.309,23.6,28.3,100
2022-11-10 15:50:07.305,23.6,28.3,103
2022-11-10 15:50:06.033,23.6,28.4,103
2022-11-10 15:50:05.028,23.6,28.4,102
2022-11-10 15:50:03.751,23.5,28.3,99
2022-11-10 15:50:02.751,23.5,28.3,103
2022-11-10 15:50:01.473,23.5,28.3,103
2022-11-10 15:50:00.474,23.5,28.3,103
2022-11-10 15:49:59.195,23.5,28.4,102
2022-11-10 15:49:58.192,23.5,28.4,102
2022-11-10 15:49:56.917,23.5,28.5,102
2022-11-10 15:49:55.913,23.5,28.5,102
2022-11-10 15:49:54.635,23.5,28.6,102
2022-11-10 15:49:53.636,23.5,28.6,102
2022-11-10 15:49:52.359,23.6,28.6,96
2022-11-10 15:49:51.355,23.6,28.6,96
2022-11-10 15:49:50.081,23.6,28.6,97
2022-11-10 15:49:49.078,23.6,28.6,98
2022-11-10 15:49:47.799,23.5,28.7,99
2022-11-10 15:49:46.800,23.5,28.7,99
2022-11-10 15:49:45.522,23.6,28.8,97
2022-11-10 15:49:44.518,23.6,28.8,99
2022-11-10 15:49:43.243,23.6,28.9,98
2022-11-10 15:49:42.240,23.6,28.9,98
2022-11-10 15:49:40.966,23.5,29.0,97
2022-11-10 15:49:39.962,23.5,29.0,103
2022-11-10 15:49:38.689,23.6,29.0,104
2022-11-10 15:49:37.684,23.6,29.0,105
2022-11-10 15:49:36.406,23.5,28.9,105
2022-11-10 15:49:35.407,23.5,28.9,105
2022-11-10 15:49:34.130,23.5,28.9,106
2022-11-10 15:49:33.126,23.5,28.9,100
2022-11-10 15:49:31.851,23.5,28.9,100
2022-11-10 15:49:30.848,23.5,28.9,96
2022-11-10 15:49:29.570,23.6,29.1,102
2022-11-10 15:49:28.570,23.6,29.1,93
2022-11-10 15:49:27.292,23.5,28.8,91
2022-11-10 15:49:26.288,23.5,28.8,91
2022-11-10 15:49:25.014,23.5,28.7,87
2022-11-10 15:49:24.010,23.5,28.7,96
2022-11-10 15:49:22.737,23.5,28.8,102
2022-11-10 15:49:21.732,23.5,28.8,102
2022-11-10 15:49:20.455,23.5,28.8,102
2022-11-10 15:49:19.456,23.5,28.8,100
2022-11-10 15:49:18.177,23.5,28.9,97
2022-11-10 15:49:17.174,23.5,28.9,94
2022-11-10 15:49:15.899,23.5,28.7,91
2022-11-10 15:49:14.896,23.5,28.7,83
2022-11-10 15:49:13.618,23.5,28.4,80
2022-11-10 15:49:12.619,23.5,28.4,80
2022-11-10 15:49:11.339,23.5,27.9,80
2022-11-10 15:49:10.340,23.5,27.9,81
2022-11-10 15:49:09.062,23.5,27.9,81
2022-11-10 15:49:08.058,23.5,27.9,92
2022-11-10 15:49:06.785,23.5,27.8,102
2022-11-10 15:49:05.782,23.5,27.8,98
2022-11-10 15:49:04.504,23.5,27.7,96
2022-11-10 15:49:03.504,23.5,27.7,94
2022-11-10 15:49:02.226,23.5,27.7,96
2022-11-10 15:49:01.226,23.5,27.7,92
2022-11-10 15:48:59.948,23.5,27.7,92
2022-11-10 15:48:58.945,23.5,27.7,92
2022-11-10 15:48:57.670,23.5,27.7,94
2022-11-10 15:48:56.667,23.5,27.7,100
2022-11-10 15:48:55.393,23.5,27.7,100
2022-11-10 15:48:54.388,23.5,27.7,101
2022-11-10 15:48:53.115,23.5,27.6,100
2022-11-10 15:48:52.111,23.5,27.6,101
2022-11-10 15:48:50.833,23.5,27.6,102
2022-11-10 15:48:49.833,23.5,27.6,106
2022-11-10 15:48:48.555,23.5,27.6,94
2022-11-10 15:48:47.553,23.5,27.6,92
2022-11-10 15:48:46.279,23.5,27.6,92
2022-11-10 15:48:45.274,23.5,27.6,90
2022-11-10 15:48:43.997,23.5,27.6,98
2022-11-10 15:48:42.997,23.5,27.6,102
2022-11-10 15:48:41.718,23.5,27.6,102
2022-11-10 15:48:40.720,23.5,27.6,103
2022-11-10 15:48:39.442,23.5,27.7,102
2022-11-10 15:48:38.441,23.5,27.7,101
2022-11-10 15:48:37.163,23.5,27.7,100
2022-11-10 15:48:36.160,23.5,27.7,100
2022-11-10 15:48:34.886,23.5,27.8,100
2022-11-10 15:48:33.882,23.5,27.8,103
2022-11-10 15:48:32.604,23.5,27.9,103
2022-11-10 15:48:31.604,23.5,27.9,102
2022-11-10 15:48:30.326,23.5,27.9,103
2022-11-10 15:48:29.322,23.5,27.9,103
2022-11-10 15:48:28.048,23.5,28.0,103
2022-11-10 15:48:27.046,23.5,28.0,101
2022-11-10 15:48:25.771,23.5,28.1,103
2022-11-10 15:48:24.767,23.5,28.1,104
2022-11-10 15:48:23.491,23.5,28.2,103
2022-11-10 15:48:22.491,23.5,28.2,103
2022-11-10 15:48:21.212,23.5,28.4,103
2022-11-10 15:48:20.210,23.5,28.4,104
2022-11-10 15:48:18.935,23.5,28.5,102
2022-11-10 15:48:17.931,23.5,28.5,100
2022-11-10 15:48:16.657,23.5,28.7,105
2022-11-10 15:48:15.653,23.5,28.7,105
2022-11-10 15:48:14.375,23.5,28.9,104
2022-11-10 15:48:13.376,23.5,28.9,105
2022-11-10 15:48:12.098,23.5,29.0,111
2022-11-10 15:48:11.094,23.5,29.0,111
2022-11-10 15:48:09.820,23.5,29.1,111
2022-11-10 15:48:08.816,23.5,29.1,105
2022-11-10 15:48:07.540,23.5,29.1,105
2022-11-10 15:48:06.539,23.5,29.1,105
2022-11-10 15:48:05.262,23.5,28.7,105
2022-11-10 15:48:04.257,23.5,28.7,105
2022-11-10 15:48:02.984,23.5,28.4,105
2022-11-10 15:48:01.980,23.5,28.4,104
2022-11-10 15:48:00.705,23.5,28.4,105
2022-11-10 15:47:59.703,23.5,28.4,105
2022-11-10 15:47:58.424,23.5,28.5,105
2022-11-10 15:47:57.424,23.5,28.5,104
2022-11-10 15:47:56.147,23.5,28.6,105
2022-11-10 15:47:55.144,23.5,28.6,105
2022-11-10 15:47:53.869,23.5,28.4,104
2022-11-10 15:47:52.866,23.5,28.4,104
2022-11-10 15:47:51.588,23.5,28.1,105
2022-11-10 15:47:50.588,23.5,28.1,105
2022-11-10 15:47:49.309,23.5,28.1,104
2022-11-10 15:47:48.310,23.5,28.1,103
2022-11-10 15:47:47.033,23.5,28.2,106
2022-11-10 15:47:46.028,23.5,28.2,101
2022-11-10 15:47:44.751,23.5,28.3,96
2022-11-10 15:47:43.752,23.5,28.3,107
2022-11-10 15:47:42.474,23.5,28.3,107
2022-11-10 15:47:41.473,23.5,28.3,107
2022-11-10 15:47:40.195,23.5,28.3,106
2022-11-10 15:47:39.192,23.5,28.3,106
2022-11-10 15:47:37.918,23.5,28.3,106
2022-11-10 15:47:36.915,23.5,28.3,106
2022-11-10 15:47:35.641,23.5,28.3,106
2022-11-10 15:47:34.636,23.5,28.3,107
2022-11-10 15:47:33.358,23.5,28.3,107
2022-11-10 15:47:32.360,23.5,28.3,107
2022-11-10 15:47:31.080,23.4,28.1,105
2022-11-10 15:47:30.078,23.4,28.1,105
2022-11-10 15:47:28.804,23.5,28.1,105
2022-11-10 15:47:27.800,23.5,28.1,94
2022-11-10 15:47:26.522,23.5,27.9,94
2022-11-10 15:47:25.522,23.5,27.9,93
2022-11-10 15:47:24.243,23.5,27.9,92
2022-11-10 15:47:23.240,23.5,27.9,94
2022-11-10 15:47:21.967,23.5,27.9,92
2022-11-10 15:47:20.963,23.5,27.9,95
2022-11-10 15:47:19.685,23.4,27.9,95
2022-11-10 15:47:18.685,23.4,27.9,91
2022-11-10 15:47:17.408,23.5,27.9,92
2022-11-10 15:47:16.408,23.5,27.9,93
2022-11-10 15:47:15.129,23.5,27.9,96
2022-11-10 15:47:14.127,23.5,27.9,92
2022-11-10 15:47:12.851,23.5,27.9,91
2022-11-10 15:47:11.848,23.5,27.9,90
2022-11-10 15:47:10.570,23.4,27.9,86
2022-11-10 15:47:09.571,23.4,27.9,84
2022-11-10 15:47:08.292,23.4,27.9,83
2022-11-10 15:47:07.292,23.4,27.9,82
2022-11-10 15:47:06.014,23.5,28.0,83
2022-11-10 15:47:05.011,23.5,28.0,84
2022-11-10 15:47:03.737,23.5,28.1,85
2022-11-10 15:47:02.733,23.5,28.1,89
2022-11-10 15:47:01.456,23.4,28.0,92
2022-11-10 15:47:00.457,23.4,28.0,92
2022-11-10 15:46:59.178,23.4,28.0,92
2022-11-10 15:46:58.179,23.4,28.0,85
2022-11-10 15:46:56.900,23.4,28.0,86
2022-11-10 15:46:55.898,23.4,28.0,86
2022-11-10 15:46:54.622,23.5,28.0,86
2022-11-10 15:46:53.619,23.5,28.0,86
2022-11-10 15:46:52.346,23.5,28.0,85
2022-11-10 15:46:51.341,23.5,28.0,87
2022-11-10 15:46:50.064,23.4,27.9,88
2022-11-10 15:46:49.065,23.4,27.9,88
2022-11-10 15:46:47.785,23.4,27.9,87
2022-11-10 15:46:46.786,23.4,27.9,84
2022-11-10 15:46:45.508,23.5,28.0,90
2022-11-10 15:46:44.509,23.5,28.0,104
2022-11-10 15:46:43.230,23.4,27.9,104
2022-11-10 15:46:42.227,23.4,27.9,104
2022-11-10 15:46:40.952,23.4,27.9,104
2022-11-10 15:46:39.950,23.4,27.9,104
2022-11-10 15:46:38.672,23.4,27.8,101
2022-11-10 15:46:37.673,23.4,27.8,98
2022-11-10 15:46:36.394,23.4,27.8,96
2022-11-10 15:46:35.394,23.4,27.8,100
2022-11-10 15:46:34.116,23.4,27.8,95
2022-11-10 15:46:33.113,23.4,27.8,97
2022-11-10 15:46:31.834,23.4,27.8,95
2022-11-10 15:46:30.835,23.4,27.8,87
2022-11-10 15:46:29.557,23.4,27.7,88
2022-11-10 15:46:28.557,23.4,27.7,88
2022-11-10 15:46:27.280,23.4,27.7,88
2022-11-10 15:46:26.276,23.4,27.7,90
2022-11-10 15:46:25.001,23.4,27.7,91
2022-11-10 15:46:23.997,23.4,27.7,90
2022-11-10 15:46:22.724,23.4,27.6,90
2022-11-10 15:46:21.721,23.4,27.6,90
2022-11-10 15:46:20.443,23.4,27.6,95
2022-11-10 15:46:19.443,23.4,27.6,93
2022-11-10 15:46:18.164,23.4,27.6,100
2022-11-10 15:46:17.161,23.4,27.6,90
2022-11-10 15:46:15.887,23.4,27.6,106
2022-11-10 15:46:14.884,23.4,27.6,103
2022-11-10 15:46:13.610,23.4,27.6,105
2022-11-10 15:46:12.606,23.4,27.6,103
2022-11-10 15:46:11.327,23.4,27.6,102
2022-11-10 15:46:10.324,23.4,27.6,96
2022-11-10 15:46:09.049,23.4,27.5,96
2022-11-10 15:46:08.047,23.4,27.5,106
2022-11-10 15:46:06.772,23.4,27.5,106
2022-11-10 15:46:05.769,23.4,27.5,105
2022-11-10 15:46:04.491,23.4,27.5,106
2022-11-10 15:46:03.492,23.4,27.5,106
2022-11-10 15:46:02.212,23.4,27.5,107
2022-11-10 15:46:01.210,23.4,27.5,106
2022-11-10 15:45:59.935,23.4,27.5,107
2022-11-10 15:45:58.932,23.4,27.5,104
2022-11-10 15:45:57.653,23.4,27.5,106
2022-11-10 15:45:56.654,23.4,27.5,106
2022-11-10 15:45:55.375,23.4,27.5,107
2022-11-10 15:45:54.377,23.4,27.5,107
2022-11-10 15:45:53.098,23.4,27.5,106
2022-11-10 15:45:52.095,23.4,27.5,106
2022-11-10 15:45:50.820,23.4,27.5,107
2022-11-10 15:45:49.818,23.4,27.5,105
2022-11-10 15:45:48.540,23.4,27.5,105
2022-11-10 15:45:47.540,23.4,27.5,103
2022-11-10 15:45:46.261,23.4,27.5,105
2022-11-10 15:45:45.259,23.4,27.5,104
2022-11-10 15:45:43.983,23.4,27.4,105
2022-11-10 15:45:42.980,23.4,27.4,106
2022-11-10 15:45:41.703,23.4,27.4,104
2022-11-10 15:45:40.703,23.4,27.4,102
2022-11-10 15:45:39.425,23.4,27.4,105
2022-11-10 15:45:38.422,23.4,27.4,104
2022-11-10 15:45:37.142,23.4,27.4,99
2022-11-10 15:45:36.144,23.4,27.4,100
2022-11-10 15:45:34.866,23.4,27.4,99
2022-11-10 15:45:33.866,23.4,27.4,99
2022-11-10 15:45:32.588,23.4,27.4,98
2022-11-10 15:45:31.588,23.4,27.4,100
2022-11-10 15:45:30.309,23.5,27.5,100
2022-11-10 15:45:29.306,23.5,27.5,101
2022-11-10 15:45:28.028,23.4,27.4,101
2022-11-10 15:45:27.028,23.4,27.4,101
2022-11-10 15:45:25.750,23.4,27.4,104
2022-11-10 15:45:24.751,23.4,27.4,104
2022-11-10 15:45:23.473,23.4,27.5,102
2022-11-10 15:45:22.470,23.4,27.5,105
2022-11-10 15:45:21.195,23.4,27.5,106
2022-11-10 15:45:20.192,23.4,27.5,106
2022-11-10 15:45:18.915,23.4,27.5,105
2022-11-10 15:45:17.915,23.4,27.5,105
2022-11-10 15:45:16.637,23.4,27.5,101
2022-11-10 15:45:15.634,23.4,27.5,103
2022-11-10 15:45:14.360,23.4,27.7,101
2022-11-10 15:45:13.356,23.4,27.7,104
2022-11-10 15:45:12.077,23.4,27.7,105
2022-11-10 15:45:11.078,23.4,27.7,107
2022-11-10 15:45:09.800,23.4,27.8,108
2022-11-10 15:45:08.801,23.4,27.8,106
2022-11-10 15:45:07.523,23.4,27.9,106
2022-11-10 15:45:06.519,23.4,27.9,107
2022-11-10 15:45:05.244,23.4,27.9,104
2022-11-10 15:45:04.241,23.4,27.9,105
2022-11-10 15:45:02.963,23.4,27.9,105
2022-11-10 15:45:01.964,23.4,27.9,105
2022-11-10 15:45:00.685,23.4,27.9,105
2022-11-10 15:44:59.686,23.4,27.9,105
2022-11-10 15:44:58.408,23.4,27.9,105
2022-11-10 15:44:57.404,23.4,27.9,105
2022-11-10 15:44:56.130,23.4,27.9,105
2022-11-10 15:44:55.126,23.4,27.9,107
2022-11-10 15:44:53.848,23.4,27.9,97
2022-11-10 15:44:52.849,23.4,27.9,95
2022-11-10 15:44:51.571,23.4,27.9,105
2022-11-10 15:44:50.571,23.4,27.9,106
2022-11-10 15:44:49.293,23.4,27.9,107
2022-11-10 15:44:48.290,23.4,27.9,107
2022-11-10 15:44:47.016,23.4,27.8,108
2022-11-10 15:44:46.011,23.4,27.8,100
2022-11-10 15:44:44.734,23.4,27.8,107
2022-11-10 15:44:43.735,23.4,27.8,107
2022-11-10 15:44:42.456,23.4,27.7,105
2022-11-10 15:44:41.452,23.4,27.7,97
2022-11-10 15:44:40.179,23.4,27.7,96
2022-11-10 15:44:39.175,23.4,27.7,97
2022-11-10 15:44:37.900,23.4,27.7,100
2022-11-10 15:44:36.897,23.4,27.7,102
2022-11-10 15:44:35.619,23.4,27.6,101
2022-11-10 15:44:34.620,23.4,27.6,95
2022-11-10 15:44:33.342,23.4,27.7,103
2022-11-10 15:44:32.343,23.4,27.7,104
2022-11-10 15:44:31.065,23.4,27.6,105
2022-11-10 15:44:30.060,23.4,27.6,104
2022-11-10 15:44:28.783,23.4,27.6,92
2022-11-10 15:44:27.783,23.4,27.6,106
2022-11-10 15:44:26.504,23.4,27.6,108
2022-11-10 15:44:25.506,23.4,27.6,108
2022-11-10 15:44:24.227,23.4,27.6,107
2022-11-10 15:44:23.224,23.4,27.6,108
2022-11-10 15:44:21.949,23.4,27.6,108
2022-11-10 15:44:20.946,23.4,27.6,107
2022-11-10 15:44:19.667,23.4,27.5,105
2022-11-10 15:44:18.668,23.4,27.5,106
2022-11-10 15:44:17.390,23.4,27.5,106
2022-11-10 15:44:16.387,23.4,27.5,104
2022-11-10 15:44:15.113,23.4,27.5,105
2022-11-10 15:44:14.108,23.4,27.5,106
2022-11-10 15:44:12.831,23.4,27.5,107
2022-11-10 15:44:11.831,23.4,27.5,107
2022-11-10 15:44:10.553,23.4,27.5,107
2022-11-10 15:44:09.554,23.4,27.5,106
2022-11-10 15:44:08.276,23.4,27.5,105
