date,temperature,humidity,luminosity
2022-11-17 15:46:07.211,11.9,0.0,316
2022-11-17 15:46:02.167,11.9,0.0,314
2022-11-17 15:45:57.123,11.7,0.0,316
2022-11-17 15:45:52.080,11.9,0.0,313
2022-11-17 15:45:47.039,11.9,0.0,315
2022-11-17 15:45:41.995,12.0,0.0,316
2022-11-17 15:45:36.951,12.0,0.0,317
2022-11-17 15:45:31.907,11.9,0.0,320
2022-11-17 15:45:26.864,11.9,0.0,312
2022-11-17 15:45:21.820,11.8,0.0,306
2022-11-17 15:45:16.777,11.9,0.0,311
2022-11-17 15:45:11.733,11.8,0.0,313
2022-11-17 15:45:06.690,11.9,0.0,311
2022-11-17 15:45:01.646,11.7,0.0,313
2022-11-17 15:44:56.603,11.8,0.0,315
2022-11-17 15:44:51.559,11.8,0.0,314
2022-11-17 15:44:46.516,11.9,0.0,316
2022-11-17 15:44:41.472,11.8,0.0,314
2022-11-17 15:44:36.429,11.8,0.0,314
2022-11-17 15:44:31.385,11.9,0.0,314
2022-11-17 15:44:26.342,11.9,0.0,320
2022-11-17 15:44:21.298,11.8,0.0,320
2022-11-17 15:44:16.254,11.9,0.0,319
2022-11-17 15:44:11.211,11.9,0.0,320
2022-11-17 15:44:06.168,11.8,0.0,320
2022-11-17 15:44:01.125,11.9,0.0,320
2022-11-17 15:43:56.082,11.7,0.0,319
2022-11-17 15:43:51.038,11.8,0.0,314
2022-11-17 15:43:45.993,11.9,0.0,317
2022-11-17 15:43:40.949,11.8,0.0,317
2022-11-17 15:43:35.905,11.9,0.0,318
2022-11-17 15:43:30.862,11.8,0.0,319
2022-11-17 15:43:25.818,11.9,0.0,320
2022-11-17 15:43:20.775,11.8,0.0,319
2022-11-17 15:43:15.732,11.8,0.0,316
2022-11-17 15:43:10.688,11.8,0.0,315
2022-11-17 15:43:05.645,11.7,0.0,319
2022-11-17 15:43:00.602,11.8,0.0,316
2022-11-17 15:42:55.559,11.9,0.0,319
2022-11-17 15:42:50.515,11.7,0.0,318
2022-11-17 15:42:45.472,11.7,0.0,317
2022-11-17 15:42:40.429,11.7,0.0,318
2022-11-17 15:42:35.386,11.8,0.0,321
2022-11-17 15:42:30.342,11.9,0.0,319
2022-11-17 15:42:25.299,11.9,0.0,318
2022-11-17 15:42:20.255,11.9,0.0,319
2022-11-17 15:42:15.212,11.8,0.0,320
2022-11-17 15:42:10.169,11.9,0.0,319
2022-11-17 15:42:05.125,11.9,0.0,321
2022-11-17 15:42:00.082,11.8,0.0,311
2022-11-17 15:41:55.038,11.9,0.0,314
2022-11-17 15:41:49.995,11.9,0.0,306
2022-11-17 15:41:44.952,11.9,0.0,302
2022-11-17 15:41:39.910,11.9,0.0,304
2022-11-17 15:41:34.867,11.9,0.0,308
2022-11-17 15:41:29.823,11.9,0.0,307
2022-11-17 15:41:24.781,11.9,0.0,305
2022-11-17 15:41:19.737,11.8,0.0,307
2022-11-17 15:41:14.695,11.8,0.0,307
2022-11-17 15:41:09.650,11.9,0.0,306
2022-11-17 15:41:04.607,11.9,0.0,304
2022-11-17 15:40:59.564,11.8,0.0,305
2022-11-17 15:40:54.521,11.8,0.0,304
2022-11-17 15:40:49.478,11.8,0.0,240
2022-11-17 15:40:44.435,11.9,0.0,303
2022-11-17 15:40:39.392,11.8,0.0,304
2022-11-17 15:40:34.348,11.9,0.0,307
